product_name,store_name,rating,comment_count,sold,average_price_per_sold
Máy Đo Oxy Xung Đầu Ngón Tay Cầm Tay Máy Đo Độ Bão Hòa Oxy Trong Máu Màn Hình Led Máy Kiểm Tra Sức Khỏe Spo2,Unknown,0.0,0,31,1516.1290322580646
Tay game Thực Tế Ảo 4D AR Hanle VarPark-A9,Hiếu Nghĩa,0.0,0,0,0.0
Bếp từ chính hãng THÁI LAN - BESUTO[ BẢO HÀNH TOÀN QUỐC 1 NĂM] + Kèm nồi inox dày,THIẾT BỊ GIA DỤNG VIỆT,5.0,16,50,9800.0
[Chính Hãng] Máy Đo Nồng Độ Oxi Trong Máu Spo2 - Kẹp Ngón Tay Đo Nồng Độ Oxi Và Nhịp Tim,Unknown,0.0,0,0,0.0
Bộ 2 đèn thông minh Philips Hue Play Bar Double Pack - Đồng bộ ánh sáng với PC TV (cần có Hue Bridge),Smart Homekit,,7,31,99677.41935483873
Bộ kit Philips Hue 16 triệu màu,Unknown,0.0,0,0,0.0
Đồ chơi game thực tế ảo AR cho điện thoại android và ios G1/T4,Unknown,0.0,0,0,0.0
Đồng Hồ Thông Minh GPS Mới Của Samsung Galaxy Watch GT1 Dành Cho Nam Màn Hình AMOLED Nhiệt Độ Cơ Thể Theo Dõi Nhịp Tim BT Talk Tương Thích Với Android iOS,GlobalLifestyle,0.0,0,58,3137.9310344827586
"[BÁN CHẠY] Bếp Từ Bếp Hồng Ngoại TATAMI Đa Năng 3500W Mặt Kính Cảm Ứng Chịu Lực Có Chức Năng Hẹn Giờ, Bảo Hành 12 Tháng",Kho Gia Dụng ARTNEXTECH,5.0,1,5,73880.0
"[GIẢM GIÁ] Bếp Từ Hồng Ngoại Chính Hãng TATAMI Công Suất 3500W, Bếp Hồng Ngoại Không Kén Nồi Sử Dụng Tiết Kiệm Điện, Bảo Hành 12 Tháng",Unknown,0.0,0,0,0.0
[MỪNG NOEL GIẢM SỐC] Bếp điện từ SUNHOUSE cảm ứng SHD6803 - Công suất 2000W - Kính cường lực siêu bền - 8 chế độ nấu đa dạng - Bảo hành chính hãng 12 tháng,Sunhouse,,1744,67,14179.10447761194
"Bếp từ đơn TARAWA, 8 chế độ nấu thông minh,2200W bếp từ màn hình cảm ứng siêu nhạy",CML MALL,4.8,65,150,1900.0
Đồng hồ thông minh Samsung Galaxy Watch Ultra 3 Gps Amoled Luôn hiển thị theo dõi nhịp tim và huyết áp Theo dõi nhiệt độ cơ thể với nhắc nhở cuộc gọi & tin nhắn Theo dõi sức khỏe & giấc ngủ Không có Gps cho nam và nữ,Global Merch Park,0.0,0,0,0.0
"Bếp Từ Đơn - Bếp Điện Từ Mặt Lõm Công Suất 3500W, Tiết Kiệm Điện Có Hẹn Giờ An Toàn Dễ Sử Dụng (Bảo Hành)",Unknown,0.0,0,316,1180.379746835443
Giao nhanh 2H - Máy đo nồng độ oxy trong máu đo spo2 kẹp ngón tay kỹ thuật số hiện số rõ dễ sử dụng LK87 LK88,Unknown,0.0,0,486,228.39506172839504
"Bếp Từ Đơn TARAWA Hàng Nhật Bản Cao Cấp, Công Suất Lớn,Tích Hợp Nhiều Chế Độ, Màn Hình Cảm Ứng Siêu Nhạy BT04",CLEVER MART VN,5.0,143,597,618.0904522613065
Siêu mỏng hỗ trợ cận thị 0-700 độ tiêu cự điều chỉnh ống kính quang học 3D thực tế ảo màn hình khổng lồ phim VR Kính,Unknown,0.0,0,0,0.0
Philips Hue Bridge full box bảo hành 2 Năm,Unknown,0.0,0,0,0.0
[ ĐIỆU ANH GIÁ TỐT ] Bếp từ đơn SAST công suất cao 2200W bếp từ - Công suất 2200w(Bảo hành 1 đổi 1 trong 12 tháng),DIỆU ANH GIÁ TỐT,0.0,0,6,32000.0
2024 Samsung Galaxy Watch 6 Màn hình HD tròn thông minh cổ điển có Gps Cuộc gọi Bluetooth Theo dõi sức khỏe chống nước,Global Merch Park,5.0,1,0,0.0
Bộ kit đèn led Philips Hue WhileAmbiance,Trang Trí Nội Thất Đại Lộc,0.0,0,0,0.0
Đồng Hồ Thông Minh Samsung Galaxy Watch 7 Màn Hình AMOLED NFC La Bàn GPS Theo Dõi Sức Khỏe Thể Thao Cho Nam Và Nữ Hỗ Trợ Cuộc Gọi BT,Unknown,0.0,0,0,0.0
Đèn LED dây Philips Hue Lightstrip Base Pack 2 mét 16 triệu màu và Nguồn - Đồng bộ ánh sáng với PC (cần có Bridge) - Hàng Chính Hãng - Bảo Hành 2 Năm,Smart Homekit,4.9,20,84,22023.809523809523
Bếp từ Xiaomi Mijia DCL002CM Youth Lite Version 2 Nồi lẩu dùng cho bếp từ Xiaomi Mija Zhiwuzhu - Minh Tín Shop,Unknown,0.0,0,59,6237.28813559322
Điện thoại di động tương thích bluetooth AR tôi Súng đồ chơi điều khiển dùng công nghệ thực tế ảo cảm biến mepad,Unknown,,0,0,0.0
"Máy đo nồng độ oxy trong máu, máy đo nhịp tim, đo kẹp ngón tay cảm biến tích hợp màn hình led - LK87",Unknown,0.0,0,0,0.0
Bếp Từ Cảm Ứng PHILIIPL-02s kèm nồi [ BH 1 NĂM] ==&gt; Thiết kế mới - Nấu Nhanh - AN TOÀN bảo hành 12 tháng,Unknown,0.0,0,0,0.0
Chigoo Bếp từ đơn 2200W Bếp điện từ núm xoay điều chỉnh điều chỉnh 9 mức nhiệ,Unknown,0.0,0,95,4666.863157894737
"Tai Nghe AR, Kính AR Thông Minh, Kính Tai Nghe VR Thực Tế Tăng Cường Video 3D Dành Cho & Video 3D Và Trò Chơi",jiOHEISO,0.0,0,0,0.0
Samsung Galaxy Watch 7 2024 Trình theo dõi Gps tròn thông minh với khả năng theo dõi nhịp tim và huyết áp Màn hình HD AMOLED 360 * 360 để theo dõi thể thao và thể hình,Unknown,0.0,0,0,0.0
【Shop the Latest Trends】 New Nreal Air Smart Ar Glasses Hd Private Giant Mobile Computer Projection Screen Viewing Portable Game Video Music Sunglasses,Unknown,,0,0,0.0
Máy Đo Nồng Độ Oxy SpO2 CHIDO B1 Máy Đo Nhịp Tim Oxy Trong Má.u Kẹp Ngón Tay Đo Độ Bão Hòa Oxy PI Đo Nhịp Tim Hô Hấp,Chido official store,5.0,8,40,7475.0
Máy Đo Nồng Độ Oxy Trong Máu & Nhịp Tim iMediCare iOM-A6,Unknown,0.0,0,0,0.0
Đồng Hồ Thông Minh Nam Samsung Galaxy Watch 7 Ultra GPS Kiểm Soát NFC Theo Dõi Sức Khỏe Cuộc Gọi BT Màn Hình AMOLED Theo Dõi Sức Khỏe Chống Nước,GlobalLifestyle,0.0,0,27,15437.037037037036
Bóng đèn Philips 16 triệu màu Hue WhiteAmbiance (01 bóng),Unknown,0.0,0,18,52255.55555555556
AR VR IMU bno080 bno085 ahrs Mô-đun cảm biến cho phát triển thực tế ảo,3C-J,0.0,0,0,0.0
"AR-X VR Kính thực tế ảo 3D kính HD IMAX trò chơi tông VR Tai nghe cho 4.7-6.3 ""điện thoại thông minh có thể gập lại tăng cường VR Mũ bảo hiểm",Unknown,0.0,0,0,0.0
AR VR IMU bno080 bno085 ahrs Mô-đun cảm biến cho phát triển thực tế ảo,SZ 3C Electronics,0.0,0,0,0.0
💖Bản gốc + Miễn phí vận chuyển + cá tuyết💖S8 retro máy chơi game console cầm tay 520 trò chơi trạm ánh sáng di động 复古儿童游戏机掌机,Unknown,0.0,0,16,11062.5
Bóng đèn thông minh Philips Hue White Ambiance Bluetooth 8.5W E27 Ánh sáng vàng - trắng Hàng Chính Hãng - Smart HomeKit,Smart Homekit,5.0,3,15,51333.333333333336
Elecom VR Bluetooth điều khiển từ xa cho VR/AR nở SDK JC-VRR02VBK Đen,Unknown,0.0,0,0,0.0
Bộ LED dây Philips Hue 2m cơ bản,Trang Trí Nội Thất Đại Lộc,0.0,0,0,0.0
bếp từ suhou chỉ sunhouse 220k,Unknown,0.0,0,0,0.0
"Philips Hue Play Bar Color Ambiance Double Pack - 2 thanh đèn thông minh 16 triệu màu, đồng bộ với Hue Sync - Hàng Chính Hãng - Bảo hành 2 Năm",Unknown,0.0,0,0,0.0
"[GIẢM GIÁ] Bếp Từ Hồng Ngoại Chính Hãng TATAMI Công Suất 3500W, Bếp Hồng Ngoại Không Kén Nồi Sử Dụng Tiết Kiệm Điện, Bảo Hành 12 Tháng",Kho Gia Dụng ARTNEXTECH,0.0,0,0,0.0
Bếp từ đơn Sunhouse SHD6156MT,NGUYỄN KIM,0.0,0,0,0.0
vr Kính Ma Thuật Qianfanma Mới 3d Thực Tế Ảo Trò Chơi Điện Ảnh ar Kính Thông Minh Tất Cả Trong Một Cho Điện Thoại Di Động,Unknown,0.0,0,0,0.0
"Máy Đo SpO2, Máy Đo Nồng Độ Oxy Trong Máu Và Đo Nhịp Tim Pulse Oximeter LK87 – LK88",Unknown,0.0,0,7,21285.714285714286
Đồng Hồ Thông Minh Samsung Galaxy Watch 7 Ultra Nfc Dành Cho Nam Màn Hình Ips 1.46 '' La Bàn Cuộc Gọi Bluetooth Theo Dõi Nhiệt Độ Cơ Thể,Unknown,0.0,0,0,0.0
"Bếp từ Cảm Ứng PL 02S + tặng nồi[ BH 1 NĂM] ==&gt; Thiết kế mới, đun sôi nhanh - AN TOÀN",Unknown,0.0,0,397,753.1486146095718
Bộ đèn thông minh Philips Hue White Ambiance 8.5W,Unknown,0.0,0,0,0.0
3D thực tế ảo Trò chơi hội trường chơi 3D trò chơi phim 2K hiển thị VR AR Mr thiết bị tất cả-trong-một VR/ AR kính/thiết bị,jiuji5138munao,0.0,0,0,0.0
Ngshizandalacanyi Oculus Quest/quyền/Quest 2 VR tất cả trong một máy kính hút nam châm khung có thể được kết hợp với ống kính cận thị di động VR,ngshizandalacanyi,0.0,0,0,0.0
