product_name,store_name,rating,comment_count,price,sold,link
Bộ Chia Cổng USB OTG Hub USB 3.0 cổng USB mở rộng đầu chia USB 1 ra 4 và 7 dây dài cổng công tắc nguồn phụ đèn Led,Cửu Long Store,4.9,226 đánh giá,"₫116,825",1.5K sold,https://www.lazada.vn/products/bo-chia-cong-usb-otg-hub-usb-30-cong-usb-mo-rong-dau-chia-usb-1-ra-4-va-7-day-dai-cong-cong-tac-nguon-phu-den-led-i2014761601.html
【SHANGZE2】 4 cổng tốc độ cao usb hub với cáp mini usb splitter hub usb 2.0 hub xách tay adapter phổ cho máy tính xách tay máy tính xách tay,SHANGZE2,Không có đánh giá,2 đánh giá,"₫8,200",14 sold,https://www.lazada.vn/products/shangze2-4-cong-toc-do-cao-usb-hub-voi-cap-mini-usb-splitter-hub-usb-20-hub-xach-tay-adapter-pho-cho-may-tinh-xach-tay-may-tinh-xach-tay-i2735563023.html
Kebeteme 11 trong 1 Type-C HUB với 4K HDMI PD 3.5mm âm thanh TF CardReader trung tâm đầy đủ chức năng cho máy tính,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫98,300",185 sold,https://www.lazada.vn/products/kebeteme-11-trong-1-type-c-hub-voi-4k-hdmi-pd-35mm-am-thanh-tf-cardreader-trung-tam-day-du-chuc-nang-cho-may-tinh-i2299862246.html
High Performance USB-C Multi-Port PD Charging Adapter 4K HDMI USB 3 In 1 USB 3.0 Hub.,Breaking Bad,4.9,365 đánh giá,"₫46,300",1.2K sold,https://www.lazada.vn/products/high-performance-usb-c-multi-port-pd-charging-adapter-4k-hdmi-usb-3-in-1-usb-30-hub-i2537833203.html
[2 Loại Đầu Cắm Tùy Chọn] Bộ chia cổng Hub USB và Hub Type C màu xám,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫39,000",48 sold,https://www.lazada.vn/products/2-loai-dau-cam-tuy-chon-bo-chia-cong-hub-usb-va-hub-type-c-mau-xam-i2059558303.html
Adapter HUB 7 Cổng USB 3.0 Có Công Tắc On/Off Riêng BIệt Độc Lập Tốc Độ Cao cho PC,linhkiensgstore,4.9,10 đánh giá,"₫48,000",39 sold,https://www.lazada.vn/products/adapter-hub-7-cong-usb-30-co-cong-tac-onoff-rieng-biet-doc-lap-toc-do-cao-cho-pc-i2429067133.html
4 in1 USB-C 4 cổng USB 3.0 Splitter USB-C để USB 2.0 Loại C Bộ chia chuyển đổi bộ chuyển đổi OTG Dây cáp cho MacBook Pro máy tính xách tay,3Cbest,4.8,261 đánh giá,"₫36,305",4.5K sold,https://www.lazada.vn/products/4-in1-usb-c-4-cong-usb-30-splitter-usb-c-de-usb-20-loai-c-bo-chia-chuyen-doi-bo-chuyen-doi-otg-day-cap-cho-macbook-pro-may-tinh-xach-tay-i2297723503.html
"Bộ chia cổng usb hub 7 port hình ổ điện có công tắc led đa năng cho máy tính laptop, pc, điện thoại, máy in, đọc thẻ nhớ",ShineStar.Selection,4.9,3739 đánh giá,"₫26,800",11.9K sold,https://www.lazada.vn/products/bo-chia-cong-usb-hub-7-port-hinh-o-dien-co-cong-tac-led-da-nang-cho-may-tinh-laptop-pc-dien-thoai-may-in-doc-the-nho-i2491137756.html
Mini 3 cổng đa 3.0 tốc độ cao USB HUB Bộ chia xoay Bộ chuyển đổi cho laptop máy tính xách tay phổ,BAPPSUS,4.7,80 đánh giá,"₫26,158",69 sold,https://www.lazada.vn/products/mini-3-cong-da-30-toc-do-cao-usb-hub-bo-chia-xoay-bo-chuyen-doi-cho-laptop-may-tinh-xach-tay-pho-i2419353444.html
USB/TYPE-C/2IN1 đến 4 USB Hub Mở rộng Ultra-SUS,807Txb21-2.Selection,5.0,712 đánh giá,"₫37,500",2.9K sold,https://www.lazada.vn/products/usbtype-c2in1-den-4-usb-hub-mo-rong-ultra-sus-i2528276048.html
llano 5 trong 1 trạm nối USB-C để USB/Type-C 3.2 HDMI 4K 60Hz PD Bộ chia Bộ chuyển đổi 10 Gbps truyền nhanh chuyển đổi trung tâm mở rộng,llano,5.0,22 đánh giá,"₫162,810",28 sold,https://www.lazada.vn/products/llano-5-trong-1-tram-noi-usb-c-de-usbtype-c-32-hdmi-4k-60hz-pd-bo-chia-bo-chuyen-doi-10-gbps-truyen-nhanh-chuyen-doi-trung-tam-mo-rong-i2385507420.html
7 Cổng USB3.0 Adapter Xách Tay USB Multiport Usb Hub USB 3.0 Cổng Hub Với Cá Nhân Thiết Bị Chuyển Mạch LED Chuyển Đổi 5Gbps Truyền Dữ Liệu Cho Máy Tính Xách Tay PC,ShineStar.Selection,4.9,403 đánh giá,"₫50,600",1.5K sold,https://www.lazada.vn/products/7-cong-usb30-adapter-xach-tay-usb-multiport-usb-hub-usb-30-cong-hub-voi-ca-nhan-thiet-bi-chuyen-mach-led-chuyen-doi-5gbps-truyen-du-lieu-cho-may-tinh-xach-tay-pc-i2499459709.html
JTKE 4/7 Cổng USB HUB Multi USB 2.0 Splitter 480 Mbps Bộ Chuyển Đổi Tốc Độ Cao Với Công Tắc Bật/Tắt Cho MacBook PC Máy Tính Xách Tay,JTKE,4.8,244 đánh giá,"₫37,000",487 sold,https://www.lazada.vn/products/jtke-47-cong-usb-hub-multi-usb-20-splitter-480-mbps-bo-chuyen-doi-toc-do-cao-voi-cong-tac-battat-cho-macbook-pc-may-tinh-xach-tay-i902262674.html
Kebememe 6 trong 1 USB C HUB Loại C 3.0 adapter để 4K HDMI SD thẻ TF PD sạc nhanh Splitter trạm kết nối USB Trạm Hub,KEBETEME,5.0,21 đánh giá,"₫53,300",79 sold,https://www.lazada.vn/products/kebememe-6-trong-1-usb-c-hub-loai-c-30-adapter-de-4k-hdmi-sd-the-tf-pd-sac-nhanh-splitter-tram-ket-noi-usb-tram-hub-i2759052537.html
ORICO USB 3.0 Bộ Chia Hub Type C Trạm Dock PD 100W Sạc Bộ Chuyển Đổi Chuyển Đổi Nhiều Cổng USB3 Cắm Cho Surface Macbook Máy Tính Xách Tay,Orico Transmission Mall,5.0,54 đánh giá,"₫175,704",190 sold,https://www.lazada.vn/products/orico-usb-30-bo-chia-hub-type-c-tram-dock-pd-100w-sac-bo-chuyen-doi-chuyen-doi-nhieu-cong-usb3-cam-cho-surface-macbook-may-tinh-xach-tay-i2191512369.html
"Bộ chia cổng usb hub 7 port hình ổ điện có công tắc led đa năng cho máy tính laptop, pc, điện thoại, máy in, đọc thẻ nhớ",Không tìm thấy cửa hàng,0,Không có đánh giá,"₫36,129",1.9K sold,https://www.lazada.vn/products/bo-chia-cong-usb-hub-7-port-hinh-o-dien-co-cong-tac-led-da-nang-cho-may-tinh-laptop-pc-dien-thoai-may-in-doc-the-nho-i379784925.html
HUB CHIA 4 CỔNG USB CÓ CÔNG TẮC,Cửa hàng Phụ kiện Mua Giá Rẻ,4.9,105 đánh giá,"₫27,800",357 sold,https://www.lazada.vn/products/hub-chia-4-cong-usb-co-cong-tac-i534084429.html
"HUB USB 2.0 SIDOTECH K89 dây dài 1m bộ chia chuyển đổi 4 port 2.0 mở rộng kết nối tốc độ cao nhỏ gọn dành cho máy tính laptop PC hỗ trợ sạc pin kết nối đa năng ổ cứng bàn phím chuột máy in, thiết bị ổ chia usb",Sidotech Official,4.9,136 đánh giá,"₫81,523",441 sold,https://www.lazada.vn/products/hub-usb-20-sidotech-k89-day-dai-1m-bo-chia-chuyen-doi-4-port-20-mo-rong-ket-noi-toc-do-cao-nho-gon-danh-cho-may-tinh-laptop-pc-ho-tro-sac-pin-ket-noi-da-nang-o-cung-ban-phim-chuot-may-in-thiet-bi-o-chia-usb-i2041696628.html
"Hub nhôm 8 trong 1 USB Splitte USB 3.0 với 1 X USB 3.0 3 X USB 2.0 và 1 X USB C Cổng Aux 3,5 mm Đầu đọc thẻ Sd/tf",Global Merch Park,5.0,10 đánh giá,"₫99,794",48 sold,https://www.lazada.vn/products/hub-nhom-8-trong-1-usb-splitte-usb-30-voi-1-x-usb-30-3-x-usb-20-va-1-x-usb-c-cong-aux-35-mm-dau-doc-the-sdtf-i2760839397.html
4 Hub chia cổng USB 2.0 Cáp OTG loại Bộ chuyển đổi C HUB Micro USB mở rộng HUB Bộ sạc cho điện thoại thông minh máy tính bảng với chức năng OTG,xpdo14,4.7,134 đánh giá,"₫82,291",520 sold,https://www.lazada.vn/products/4-hub-chia-cong-usb-20-cap-otg-loai-bo-chuyen-doi-c-hub-micro-usb-mo-rong-hub-bo-sac-cho-dien-thoai-thong-minh-may-tinh-bang-voi-chuc-nang-otg-i1970560448.html
[SẢN PHẨM MỚI] - Bộ chia cổng Hub Baseus cổng Type C sang 4K HDMI USB 3.0 SD TF dành cho Macbook Pro Air Surface Pro 7,Baseus OfficialMall,4.9,95 đánh giá,"₫599,000",277 sold,https://www.lazada.vn/products/san-pham-moi-bo-chia-cong-hub-baseus-cong-type-c-sang-4k-hdmi-usb-30-sd-tf-danh-cho-macbook-pro-air-surface-pro-7-i2523593404.html
4 cổng USB 3.0 HUB tốc độ cao Bộ chia USB đa tuyến Expander đối với MacBook Pro máy tính PC phụ kiện máy tính xách tay Bộ chuyển đổi Hub,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫23,272",66 sold,https://www.lazada.vn/products/4-cong-usb-30-hub-toc-do-cao-bo-chia-usb-da-tuyen-expander-doi-voi-macbook-pro-may-tinh-pc-phu-kien-may-tinh-xach-tay-bo-chuyen-doi-hub-i2480502559.html
Kebigumei 8 trong 1 cổng USB C trạm nối USB C HUB nhiều bộ điều hợp màn hình PD SD video TF Thẻ Dock Splitter,Kebidumei,4.8,161 đánh giá,"₫36,600",174 sold,https://www.lazada.vn/products/kebigumei-8-trong-1-cong-usb-c-tram-noi-usb-c-hub-nhieu-bo-dieu-hop-man-hinh-pd-sd-video-tf-the-dock-splitter-i2409828153.html
Bộ Chuyển Đổi Hub Chia Cổng 3 Trong 1 Loại Type C USB A sang 3 Cổng USB 2.0 / USB 3.0 cho laptop 3 4 in 1 điện thoại,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫39,000",47 sold,https://www.lazada.vn/products/bo-chuyen-doi-hub-chia-cong-3-trong-1-loai-type-c-usb-a-sang-3-cong-usb-20-usb-30-cho-laptop-3-4-in-1-dien-thoai-i2459323882.html
Kebigumei Tốc Độ Cao Usb-C Hub USB Rộng Sử Dụng USB 3.0 5Gbps loại di động-C trạm nối 4 Trong 1 hub USB Cho phụ kiện máy tính,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫33,000",374 sold,https://www.lazada.vn/products/kebigumei-toc-do-cao-usb-c-hub-usb-rong-su-dung-usb-30-5gbps-loai-di-dong-c-tram-noi-4-trong-1-hub-usb-cho-phu-kien-may-tinh-i2399640329.html
Bộ Mở Rộng Hub USB Truyền Tốc Độ Cao 4 Cổng USB 3.0 Bộ Chia Hub Mỏng USB Bộ Chuyển Đổi Hub Dữ Liệu Nhanh Bộ Kết Nối Mở Rộng,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫23,084",108 sold,https://www.lazada.vn/products/bo-mo-rong-hub-usb-truyen-toc-do-cao-4-cong-usb-30-bo-chia-hub-mong-usb-bo-chuyen-doi-hub-du-lieu-nhanh-bo-ket-noi-mo-rong-i2240184183.html
"（HCM)Hub USB 4port 3.0,Bộ chia cáp USB Cổng chia USB hub 4 cổng đa năng truyền dữ liệu tốc độ cao ổn định hàng chính hãng",Deep Love,4.9,57 đánh giá,"₫39,253",86 sold,https://www.lazada.vn/products/hcmhub-usb-4port-30bo-chia-cap-usb-cong-chia-usb-hub-4-cong-da-nang-truyen-du-lieu-toc-do-cao-on-dinh-hang-chinh-hang-i2081092320.html
Hub chuyển đổi Type C (Bộ chuyển đổi) Ugreen 5 in 1 | Bảo Hành 18 Tháng | 15596 15597 15495 20932 50209 70495 10919 20197,UGREEN,5.0,321 đánh giá,"₫339,000",1.3K sold,https://www.lazada.vn/products/hub-chuyen-doi-type-c-bo-chuyen-doi-ugreen-5-in-1-bao-hanh-18-thang-15596-15597-15495-20932-50209-70495-10919-20197-i1867016402.html
"Robot hut bui Sweepin, robot hut bui xiaomi, Máy Hút Bụi Thông Minh Tự Động Cho Gia Đình, Hút Bụi, Quét Tóc",International VIP Store,4.8,190 đánh giá,"₫163,404",475 sold,https://www.lazada.vn/products/robot-hut-bui-sweepin-robot-hut-bui-xiaomi-may-hut-bui-thong-minh-tu-dong-cho-gia-dinh-hut-bui-quet-toc-i2457976213.html
[Chất lượng cao nhất!] SADA Robot quét thông minh Máy lau điện Làm sạch tự động Máy hút bụi Dọn dẹp toàn bộ ngôi nhà Khởi động bằng một phím,SADA Shopping Mall,4.9,1437 đánh giá,"₫71,000",2.2K sold,https://www.lazada.vn/products/chat-luong-cao-nhat-sada-robot-quet-thong-minh-may-lau-dien-lam-sach-tu-dong-may-hut-bui-don-dep-toan-bo-ngoi-nha-khoi-dong-bang-mot-phim-i1664977542.html
SADA Robot Quét Nhà Quét Và Lau Nhà Thông Minh Bốn Trong Một Sạc USB,SADA Shopping Mall,5.0,618 đánh giá,"₫80,000",741 sold,https://www.lazada.vn/products/sada-robot-quet-nha-quet-va-lau-nha-thong-minh-bon-trong-mot-sac-usb-i2066978718.html
"Robot hut bui Sweepin, robot hut bui xiaomi, Hút Bụi Quét Nhà Tự Động Thông Minh",Happy Live Store,4.7,136 đánh giá,"₫188,520",352 sold,https://www.lazada.vn/products/robot-hut-bui-sweepin-robot-hut-bui-xiaomi-hut-bui-quet-nha-tu-dong-thong-minh-i2427330031.html
Hoàn toàn tự động quét Robot hút và quét lau hộ gia đình lười biếng người thông minh ba trong một máy quét,Global Joy,4.8,751 đánh giá,"₫59,598",1.7K sold,https://www.lazada.vn/products/hoan-toan-tu-dong-quet-robot-hut-va-quet-lau-ho-gia-dinh-luoi-bieng-nguoi-thong-minh-ba-trong-mot-may-quet-i2434512186.html
"Robot quét nhà hút bụi lau nhà thông minh, Máy Hút Bụi đa chức năng giá rẻ HOT HOT HOT",Đăng Quang Shop,4.2,35 đánh giá,"₫93,317",171 sold,https://www.lazada.vn/products/robot-quet-nha-hut-bui-lau-nha-thong-minh-may-hut-bui-da-chuc-nang-gia-re-hot-hot-hot-i2761341807.html
"SADA thông minh quét Robot 3-in-1 có thể sạc lại quét để lau sàn nhà, loại bỏ bụi và tóc, lông thú cưng Máy hút bụi",SADA Shopping Mall,4.7,14 đánh giá,"₫141,000",37 sold,https://www.lazada.vn/products/sada-thong-minh-quet-robot-3-in-1-co-the-sac-lai-quet-de-lau-san-nha-loai-bo-bui-va-toc-long-thu-cung-may-hut-bui-i2517318200.html
JIASHI Robot quét thông minh Máy lau điện Làm sạch tự động Máy hút bụi Dọn dẹp toàn bộ ngôi nhà Khởi động bằng một phím,JIASHI Shopping Mall,5.0,190 đánh giá,"₫72,000",334 sold,https://www.lazada.vn/products/jiashi-robot-quet-thong-minh-may-lau-dien-lam-sach-tu-dong-may-hut-bui-don-dep-toan-bo-ngoi-nha-khoi-dong-bang-mot-phim-i2414681530.html
"Robot Hút Bụi Lau Nhà, Robot Hút Bụi Cao Cấp Vô Cùng Tiện Lợi",Tổng Kho Giáp Bát,4.9,106 đánh giá,"₫129,000",337 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-robot-hut-bui-cao-cap-vo-cung-tien-loi-i2366330678.html
"Ecovacs Deebot U2 Pro | Robot hút bụi Ecovacs U2 Pro | Hút bụi lau sàn, công suất vượt trội | Thời gian hoạt động 150 phút | BH 12T tặng nước lau sàn",Ecovacs Mall,5.0,93 đánh giá,"₫3,550,000",253 sold,https://www.lazada.vn/products/ecovacs-deebot-u2-pro-robot-hut-bui-ecovacs-u2-pro-hut-bui-lau-san-cong-suat-vuot-troi-thoi-gian-hoat-dong-150-phut-bh-12t-tang-nuoc-lau-san-i2392646259.html
"Máy robot hút bụi lau sàn nhà thông minh 3 trong 1 tiện dụng cho gia đình kèm phụ kiện J23A, Loại 1 Bảo Hành 12 tháng",Shop Đồng Hồ Phụ Kiện Cao Cấp,Không có đánh giá,11 đánh giá,"₫56,000",33 sold,https://www.lazada.vn/products/may-robot-hut-bui-lau-san-nha-thong-minh-3-trong-1-tien-dung-cho-gia-dinh-kem-phu-kien-j23a-loai-1-bao-hanh-12-thang-i2299148245.html
"JIASHI Robot Quét Nhà Máy Hút Bụi Làm Sạch Tự Động Thông Minh Sạc USB, Robot Thông Minh",JIASHI Shopping Mall,4.7,1510 đánh giá,"₫172,000",4.7K sold,https://www.lazada.vn/products/jiashi-robot-quet-nha-may-hut-bui-lam-sach-tu-dong-thong-minh-sac-usb-robot-thong-minh-i1306384395.html
máy hút bụi máy hút bụi cầm tay robo hút bụi lau nhà may hut bụi cầm tay may hut bui máy hút bụi không dây máy hút bụi giường nệm robots hút bụi máy hút bụi mini máy hút bụi deerma hút bụi máy hút bụi mini cầm tay hút bụi cầm tay,DP283-1,4.9,12 đánh giá,"₫108,000",17 sold,https://www.lazada.vn/products/may-hut-bui-may-hut-bui-cam-tay-robo-hut-bui-lau-nha-may-hut-bui-cam-tay-may-hut-bui-may-hut-bui-khong-day-may-hut-bui-giuong-nem-robots-hut-bui-may-hut-bui-mini-may-hut-bui-deerma-hut-bui-may-hut-bui-mini-cam-tay-hut-bui-cam-tay-i2502084183.html
"Rô Bốt Hút Bụi Lau Nhà Cao Cấp HC002, Robot Hút Bụi Thông Minh, Máy Hút Bụi Lau Nhà Lực Hút Mạnh Mẽ, Điều Khiển Qua App Điện Thoại, Cảm Biến Chống Rơi, Chống Va Đập Tốt",HOME SHOPPING MALL,4.8,64 đánh giá,"₫499,000",151 sold,https://www.lazada.vn/products/ro-bot-hut-bui-lau-nha-cao-cap-hc002-robot-hut-bui-thong-minh-may-hut-bui-lau-nha-luc-hut-manh-me-dieu-khien-qua-app-dien-thoai-cam-bien-chong-roi-chong-va-dap-tot-i2396515744.html
2024 bonai mới 2000PA siêu yên tĩnh 3 trong 1 ứng dụng điều khiển từ xa thông minh quét Robot quét và hút bụi quét nhà văn phòng sử dụng,Global Merch Park,4.7,19 đánh giá,"₫788,000",37 sold,https://www.lazada.vn/products/2024-bonai-moi-2000pa-sieu-yen-tinh-3-trong-1-ung-dung-dieu-khien-tu-xa-thong-minh-quet-robot-quet-va-hut-bui-quet-nha-van-phong-su-dung-i2474344487.html
"[Chất lượng cao nhất!] XIAOMIMIJIA đã sẵn sàng để giao hàng! Robot Quét Nhà Máy Làm Sạch Thông Minh Gia Dụng Tự Động Có Thể Quét Sàn Nhà, Hút Bụi, Lau Nhà Làm Sạch Toàn Bộ Ngôi Nhà Máy Hút Bụi Hút Bụi Lớn Nhanh Chóng Máy Lau Nhà Sạc USB",Không tìm thấy cửa hàng,0,Không có đánh giá,"₫368,000",832 sold,https://www.lazada.vn/products/chat-luong-cao-nhat-xiaomimijia-da-san-sang-de-giao-hang-robot-quet-nha-may-lam-sach-thong-minh-gia-dung-tu-dong-co-the-quet-san-nha-hut-bui-lau-nha-lam-sach-toan-bo-ngoi-nha-may-hut-bui-hut-bui-lon-nhanh-chong-may-lau-nha-sac-usb-i1519149996.html
"Robot hút bụi cao cấp Sweepin,Máy Hút Bụi Tự Động,Robot Hút Bụi Cao Cấp,Lực Hút Cực Khỏe",Tech HCM,4.7,73 đánh giá,"₫181,560",122 sold,https://www.lazada.vn/products/robot-hut-bui-cao-cap-sweepinmay-hut-bui-tu-dongrobot-hut-bui-cao-capluc-hut-cuc-khoe-i2650844313.html
"Robot hút bụi lau nhà thông minh Ecovacs Y1 Pro / Y1 Pro Plus - Lực hút 6500Pa - Chống va chạm, chống rơi - Hoạt động 180 phút",Ecovacs Mall,4.9,68 đánh giá,"₫5,800,000",216 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-thong-minh-ecovacs-y1-pro-y1-pro-plus-luc-hut-6500pa-chong-va-cham-chong-roi-hoat-dong-180-phut-i2597696325.html
"Máy hút bụi,robo hút bụi,Robot hút bụi lau nhà thông minh tự động RS300,quét nhà không dây,Lau khô ướt Hộp nước riêng Cảm biến chống rơi",Moos-s,4.9,30 đánh giá,"₫654,000",65 sold,https://www.lazada.vn/products/may-hut-buirobo-hut-buirobot-hut-bui-lau-nha-thong-minh-tu-dong-rs300quet-nha-khong-daylau-kho-uot-hop-nuoc-rieng-cam-bien-chong-roi-i2416050411.html
"Robot hút bụi cao cấp Sweepin,Máy Hút Bụi Tự Động,Robot Hút Bụi Cao Cấp,Lực Hút Cực Khỏe, Cảm Biến Chống Rơi Thông Minh",Không tìm thấy cửa hàng,0,Không có đánh giá,"₫245,000",71 sold,https://www.lazada.vn/products/robot-hut-bui-cao-cap-sweepinmay-hut-bui-tu-dongrobot-hut-bui-cao-capluc-hut-cuc-khoe-cam-bien-chong-roi-thong-minh-i2768739988.html
"Robot hút bụi lau sàn thông minh K235, robot lau nhà cao cấp, đa chức năng 3 trong 1",SG Music Offical,4.9,135 đánh giá,"₫177,020",386 sold,https://www.lazada.vn/products/robot-hut-bui-lau-san-thong-minh-k235-robot-lau-nha-cao-cap-da-chuc-nang-3-trong-1-i2421240982.html
[Chất lượng cao nhất!] XIAOMIMIJIA Robot quét thông minh Máy lau điện Làm sạch tự động Máy hút bụi Dọn dẹp toàn bộ ngôi nhà Khởi động bằng một phím,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫71,000",658 sold,https://www.lazada.vn/products/chat-luong-cao-nhat-xiaomimijia-robot-quet-thong-minh-may-lau-dien-lam-sach-tu-dong-may-hut-bui-don-dep-toan-bo-ngoi-nha-khoi-dong-bang-mot-phim-i1763190130.html
"Robot hút bụi lau nhà RS300 Lau khô ướt Hộp nước riêng Cảm biến chống rơi Làm việc theo sơ đồ Lực hút cực mạnh, robot ZL25A",Sakura_Shop,4.9,334 đánh giá,"₫309,000",1.0K sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-rs300-lau-kho-uot-hop-nuoc-rieng-cam-bien-chong-roi-lam-viec-theo-so-do-luc-hut-cuc-manh-robot-zl25a-i2093485542.html
"Robot hút bụi lau nhà thông minh Sweepin,Robot Quét Nhà Thông Minh Máy Quét Nhà Máy Hút Bụi Nhỏ Đa Năng Bảo Hành 12 Tháng",Richky05,4.8,50 đánh giá,"₫204,500",152 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-thong-minh-sweepinrobot-quet-nha-thong-minh-may-quet-nha-may-hut-bui-nho-da-nang-bao-hanh-12-thang-i2594807400.html
"TAIDU Robot Quét Nhà Máy Hút Bụi Làm Sạch Tự Động Thông Minh Sạc USB, Robot Thông Minh",Không tìm thấy cửa hàng,0,Không có đánh giá,"₫172,000",700 sold,https://www.lazada.vn/products/taidu-robot-quet-nha-may-hut-bui-lam-sach-tu-dong-thong-minh-sac-usb-robot-thong-minh-i2246199398.html
"[VOUCHER 15K] Robot hút bụi thông minh sweepin,Máy Hút Bụi Tự Động,Robot Hút Bụi Cao Cấp,Lực Hút Cực Khỏe",Richky,4.9,114 đánh giá,"₫207,372",306 sold,https://www.lazada.vn/products/voucher-15k-robot-hut-bui-thong-minh-sweepinmay-hut-bui-tu-dongrobot-hut-bui-cao-capluc-hut-cuc-khoe-i2465190877.html
Robot Hút Bụi Lau Nhà Xiaomi Robot Vacuum E5 Black/White,Không tìm thấy cửa hàng,0,Không có đánh giá,"₫1,990,000",28 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-xiaomi-robot-vacuum-e5-blackwhite-i2725031381.html
"[ Supper Sale 11.11 ] Robot hút bụi thông minh ES23, tự động làm sạch 100m2, không ồn",Không tìm thấy cửa hàng,0,Không có đánh giá,"₫299,000",18 sold,https://www.lazada.vn/products/supper-sale-1111-robot-hut-bui-thong-minh-es23-tu-dong-lam-sach-100m2-khong-on-i952046777.html
Robot hút bụi lau nhà ES330 lực hút cực mạnh 3000PA quét - hút-lau cùng lúc bảo hành 24 Tháng.,Shopping World 68,5.0,182 đánh giá,"₫562,000",929 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-es330-luc-hut-cuc-manh-3000pa-quet-hut-lau-cung-luc-bao-hanh-24-thang-i2805083150.html
"Robot hut bui Sweepin, robot hut bui xiaomi, Máy Hút Bụi Thông Minh Tự Động Cho Gia Đình, Hút Bụi, Quét Tóc",International VIP Store,4.8,190 đánh giá,"₫163,404",475 sold,https://www.lazada.vn/products/robot-hut-bui-sweepin-robot-hut-bui-xiaomi-may-hut-bui-thong-minh-tu-dong-cho-gia-dinh-hut-bui-quet-toc-i2457976213.html
[Chất lượng cao nhất!] XIAOMIMIJIA đã sẵn sàng để giao hàng! Robot Quét Nhà KAIMEIDI Quét Và Lau Nhà Thông Minh Bốn Trong Một Sạc USB,XIAOMIMIJIA,4.7,1495 đánh giá,"₫80,000",4.2K sold,https://www.lazada.vn/products/chat-luong-cao-nhat-xiaomimijia-da-san-sang-de-giao-hang-robot-quet-nha-kaimeidi-quet-va-lau-nha-thong-minh-bon-trong-mot-sac-usb-i2127466042.html
SADA Robot Quét Nhà Quét Và Lau Nhà Thông Minh Bốn Trong Một Sạc USB,SADA Shopping Mall,5.0,618 đánh giá,"₫80,000",741 sold,https://www.lazada.vn/products/sada-robot-quet-nha-quet-va-lau-nha-thong-minh-bon-trong-mot-sac-usb-i2066978718.html
[Chất lượng cao nhất!] SADA Robot quét thông minh Máy lau điện Làm sạch tự động Máy hút bụi Dọn dẹp toàn bộ ngôi nhà Khởi động bằng một phím,SADA Shopping Mall,4.9,1437 đánh giá,"₫71,000",2.2K sold,https://www.lazada.vn/products/chat-luong-cao-nhat-sada-robot-quet-thong-minh-may-lau-dien-lam-sach-tu-dong-may-hut-bui-don-dep-toan-bo-ngoi-nha-khoi-dong-bang-mot-phim-i1664977542.html
Hoàn toàn tự động quét Robot hút và quét lau hộ gia đình lười biếng người thông minh ba trong một máy quét,Global Joy,4.8,751 đánh giá,"₫59,598",1.7K sold,https://www.lazada.vn/products/hoan-toan-tu-dong-quet-robot-hut-va-quet-lau-ho-gia-dinh-luoi-bieng-nguoi-thong-minh-ba-trong-mot-may-quet-i2434512186.html
"Robot quét nhà hút bụi lau nhà thông minh, Máy Hút Bụi đa chức năng giá rẻ HOT HOT HOT",Đăng Quang Shop,4.2,35 đánh giá,"₫93,317",171 sold,https://www.lazada.vn/products/robot-quet-nha-hut-bui-lau-nha-thong-minh-may-hut-bui-da-chuc-nang-gia-re-hot-hot-hot-i2761341807.html
"Robot Hút Bụi Lau Nhà, Robot Hút Bụi Cao Cấp Vô Cùng Tiện Lợi ( Bảo hành 12 tháng lỗi 1 đổi 1 )",STORE Ngọc Thành,4.8,114 đánh giá,"₫132,000",318 sold,https://www.lazada.vn/products/robot-hut-bui-lau-nha-robot-hut-bui-cao-cap-vo-cung-tien-loi-bao-hanh-12-thang-loi-1-doi-1-i2651405523.html
"SADA thông minh quét Robot 3-in-1 có thể sạc lại quét để lau sàn nhà, loại bỏ bụi và tóc, lông thú cưng Máy hút bụi",SADA Shopping Mall,4.7,14 đánh giá,"₫141,000",37 sold,https://www.lazada.vn/products/sada-thong-minh-quet-robot-3-in-1-co-the-sac-lai-quet-de-lau-san-nha-loai-bo-bui-va-toc-long-thu-cung-may-hut-bui-i2517318200.html
JIASHI Robot quét thông minh Máy lau điện Làm sạch tự động Máy hút bụi Dọn dẹp toàn bộ ngôi nhà Khởi động bằng một phím,JIASHI Shopping Mall,5.0,190 đánh giá,"₫72,000",334 sold,https://www.lazada.vn/products/jiashi-robot-quet-thong-minh-may-lau-dien-lam-sach-tu-dong-may-hut-bui-don-dep-toan-bo-ngoi-nha-khoi-dong-bang-mot-phim-i2414681530.html
